feature,category,w_grabmyo_vs_impaired,w_grabmyo_vs_healthy_arm,stroke_specific_shift,mean_grabmyo,std_grabmyo,mean_impaired,std_impaired,mean_healthy_arm,std_healthy_arm
ch4_ch13_rms_diff,per-channel (ch13_rms_diff),0.31091611637338573,0.2343031991685241,0.07661291720486163,-0.0011891996255144477,1.0006661415100098,-0.05272736772894859,0.8135569095611572,0.14040136337280273,1.3475985527038574
ch4_ch13_env_rms_diff_roll3,temporal (ch13_env_rms_diff),0.31018340172798353,0.2153725485521905,0.09481085317579302,0.0022404564078897238,1.0032882690429688,-0.05212218686938286,0.837393581867218,0.13955728709697723,1.346699833869934
ch0_ch13_mav_ratio,per-channel (ch13_mav_ratio),0.3084286158785788,0.17353021136748753,0.13489840451109125,-0.006926556583493948,0.9983506798744202,-0.0061610061675310135,0.8342320322990417,0.03588278964161873,1.3472493886947632
rest_activity,other,0.30770791457138275,0.6273183520041542,-0.31961043743277145,0.005354682449251413,0.9987443685531616,-0.2482685148715973,0.7914751172065735,0.6310921907424927,1.1713364124298096
ch0_ch9_mav_ratio_prev,temporal (ch9_mav_ratio),0.30761964679020554,0.23338179828932484,0.0742378485008807,0.004982944577932358,0.9926856756210327,-0.044320784509181976,0.9780323505401611,0.127081036567688,1.0362662076950073
ch4_ch13_env_rms_diff_prev,temporal (ch13_env_rms_diff),0.30719469030785307,0.2279986496126326,0.07919604069522046,0.00766223156824708,1.005704641342163,-0.050739530473947525,0.8393403887748718,0.13640737533569336,1.3482418060302734
ch0_ch13_mav_ratio_roll3,temporal (ch13_mav_ratio),0.30710038655006255,0.17495683554458,0.13214355100548256,-0.0019192975014448166,1.0041207075119019,-0.00794228632003069,0.818160355091095,0.03823504224419594,1.3717514276504517
rest_activity_roll3,other,0.3050666045416815,0.6283537790566007,-0.32328717451491923,0.005415608640760183,1.001578450202942,-0.24839529395103455,0.7945468425750732,0.6337693929672241,1.1705321073532104
ch4_ch13_env_rms_diff,per-channel (ch13_env_rms_diff),0.30487660157278273,0.22736482623537313,0.0775117753374096,-0.0022221961989998817,1.0023725032806396,-0.05305059999227524,0.8263909220695496,0.13824568688869476,1.3355892896652222
ch4_ch9_env_rms_diff_roll3,temporal (ch9_env_rms_diff),0.3034274358871064,0.4387997838255363,-0.1353723479384299,0.012574047781527042,1.003118872642517,-0.013985926285386086,0.6908157467842102,0.03310443460941315,1.5411701202392578
ch0_rms_roll3,temporal (rms),0.3034117054216172,0.5732020836781478,-0.2697903782565306,0.004106498789042234,1.0014172792434692,-0.2217782586812973,0.7720990180969238,0.5773085951805115,1.2577136754989624
ch0_env_rms_roll3,temporal (env_rms),0.302636473628164,0.567254956205233,-0.26461848257706905,0.003938555717468262,1.0013025999069214,-0.21934020519256592,0.7760506272315979,0.571193516254425,1.2578704357147217
ch9_env_rms_roll5,temporal (env_rms),0.30198674485899696,0.5601394615710825,-0.25815271671208556,0.004971948452293873,1.0000592470169067,-0.21904629468917847,0.7671665549278259,0.5651113986968994,1.2757518291473389
ch9_rms_roll5,temporal (rms),0.3006674730369854,0.5609476097315043,-0.2602801366945189,0.005027027800679207,1.0005409717559814,-0.2193678766489029,0.7681500911712646,0.5659746527671814,1.2745689153671265
ch4_ch9_rms_diff_roll3,temporal (ch9_rms_diff),0.3004715574893187,0.43797966061542737,-0.13750810312610867,0.014449513517320156,1.0021889209747314,-0.01738392375409603,0.6914381980895996,0.041105013340711594,1.5388007164001465
ch0_mav_roll3,temporal (mav),0.3000974581067895,0.5700064782397035,-0.269909020132914,0.0040489970706403255,1.0012781620025635,-0.2204766571521759,0.7711641192436218,0.5740554928779602,1.2645329236984253
ch9_mav_roll5,temporal (mav),0.2999296755896649,0.5597580046557513,-0.25982832906608644,0.005009707994759083,1.0002055168151855,-0.21901488304138184,0.7651063799858093,0.5647677183151245,1.2770403623580933
ch13_rms_roll3,temporal (rms),0.29940939412669265,0.5692257405349405,-0.2698163464082478,0.004621325060725212,0.9973270297050476,-0.22965224087238312,0.8392404317855835,0.5738470554351807,1.115525722503662
ch4_ch13_mav_diff_roll3,temporal (ch13_mav_diff),0.2988904028455899,0.21678726781474522,0.08210313503084465,0.002370760077610612,1.0031036138534546,-0.05344543606042862,0.8345924019813538,0.14317698776721954,1.3607457876205444
extensor_activity_roll3,cross-channel,0.2986830296871562,0.5902367314062215,-0.29155370171906525,0.006940173916518688,1.000768780708313,-0.23763495683670044,0.8285375833511353,0.5971769094467163,1.124619483947754
ch13_wl_roll3,temporal (wl),0.29831428993319364,0.6108247170304975,-0.3125104270973038,0.004970904905349016,1.0016751289367676,-0.24570263922214508,0.837273120880127,0.6157955527305603,1.1165105104446411
ch13_env_rms_roll3,temporal (env_rms),0.2982971008555517,0.5657719060489926,-0.2674748051934409,0.004594204481691122,0.9978328347206116,-0.2282092124223709,0.8431790471076965,0.5703661441802979,1.1137624979019165
ch4_ch9_mav_diff_roll3,temporal (ch9_mav_diff),0.2973330055294499,0.4596023991093018,-0.16226939357985187,0.012528120540082455,1.0012495517730713,-0.015438816510140896,0.6777106523513794,0.0374942310154438,1.55696439743042
ch4_ch13_mav_diff_prev,temporal (ch13_mav_diff),0.29614099653807496,0.22871039863621517,0.06743059790185979,0.0072243246249854565,1.0053436756134033,-0.051609329879283905,0.838394284248352,0.13942760229110718,1.3604066371917725
extensor_activity,cross-channel,0.29581702882286454,0.5857227711450645,-0.2899057423222,0.0070808264426887035,1.0000615119934082,-0.23741093277931213,0.8234068155288696,0.5928036570549011,1.1254446506500244
ch13_mav_roll3,temporal (mav),0.2957396091361845,0.5711047802955439,-0.2753651711593594,0.004447595216333866,0.9970284700393677,-0.23030449450016022,0.8422152996063232,0.5755523443222046,1.1192947626113892
rest_activity_prev,other,0.2954226271508802,0.6210721491403547,-0.3256495219894745,0.0018678458873182535,1.0106393098831177,-0.24231643974781036,0.7962586283683777,0.6211022138595581,1.178436040878296
ch0_ch9_rms_ratio,per-channel (ch9_rms_ratio),0.29495834102442636,0.2432338479123844,0.05172449311204197,0.005225879605859518,1.0037051439285278,-0.05726712942123413,1.0293954610824585,0.15885597467422485,1.0669654607772827
ch13_rms_roll5,temporal (rms),0.2948070103600602,0.5736212872659753,-0.2788142769059151,0.004593441728502512,0.9949648380279541,-0.23060910403728485,0.8427051305770874,0.578214704990387,1.1160191297531128
ch0_ch9_mav_diff_delta,temporal (ch9_mav_diff),0.2934481820766137,0.13277346945358215,0.16067471262303157,-0.0006817585090175271,1.0114202499389648,0.009779288433492184,0.9507656097412109,0.012424013577401638,1.2349505424499512
ch0_ch4_env_rms_ratio_roll3,temporal (ch4_env_rms_ratio),0.2933084273876506,0.20491326734946674,0.08839516003818387,-0.004247766453772783,0.9980382919311523,-0.006787105463445187,0.8378557562828064,0.025577913969755173,1.2947109937667847
ch13_wl_roll5,temporal (wl),0.2932180331442232,0.6132286979951452,-0.32001066485092206,0.004631237592548132,0.9997996091842651,-0.24596375226974487,0.8387693166732788,0.6178598999977112,1.1147780418395996
ch13_env_rms_roll5,temporal (env_rms),0.2927537900230201,0.5698871658859286,-0.2771333758629085,0.004308680072426796,0.9947584271430969,-0.22894781827926636,0.846402108669281,0.574195921421051,1.1143827438354492
ch0_ch4_rms_ratio_roll3,temporal (ch4_rms_ratio),0.29255408706866476,0.19994550363451583,0.09260858343414893,-0.005878719035536051,0.9977152943611145,-0.007382875774055719,0.8355106115341187,0.02758670784533024,1.2934259176254272
ch4_ch13_mav_diff,per-channel (ch13_mav_diff),0.29232204823320224,0.22690669040672928,0.06541535782647295,-0.0017782434588298202,1.0015745162963867,-0.05451177433133125,0.8278366327285767,0.1419650763273239,1.3503834009170532
ch4_wl_roll5,temporal (wl),0.2919892840826104,0.6239419892401337,-0.3319527051575233,0.009255818091332912,1.0045199394226074,-0.24837827682495117,0.8164860010147095,0.6331860423088074,1.1360361576080322
flexor_activity_roll3,cross-channel,0.29130767334636765,0.5771877136609245,-0.2858800403145568,0.0030504611786454916,1.0007983446121216,-0.22394245862960815,0.7673294544219971,0.5802381634712219,1.2611390352249146
ch4_rms_roll5,temporal (rms),0.2910896264783972,0.5780866606178373,-0.2869970341394401,0.009934107773005962,1.003651738166809,-0.23156161606311798,0.8214787244796753,0.5880207419395447,1.1520425081253052
ch13_wl,shape,0.29049399962402744,0.6078783677872965,-0.3173843681632691,0.0059801870957016945,0.9986009001731873,-0.24553725123405457,0.8306535482406616,0.6136797666549683,1.1195087432861328
ch13_mav_roll5,temporal (mav),0.2901081155428423,0.5748990004729777,-0.2847908849301354,0.004156333394348621,0.9943909049034119,-0.23099690675735474,0.8445895314216614,0.5790552496910095,1.1193183660507202
ch0_ch4_mav_ratio_roll3,temporal (ch4_mav_ratio),0.289971920108426,0.2091782206715636,0.08079369943686238,-0.004290005192160606,0.9977392554283142,-0.006871351972222328,0.8295160531997681,0.025729581713676453,1.3112261295318604
ch0_ch9_env_rms_ratio,per-channel (ch9_env_rms_ratio),0.2896548828998873,0.23327593885415232,0.05637894404573496,0.00446312315762043,1.003292202949524,-0.05680117756128311,1.0191192626953125,0.15526799857616425,1.0678904056549072
ch9_env_rms_roll3,temporal (env_rms),0.28921398334848325,0.5606492828179157,-0.27143529946943246,0.002410776214674115,1.0014958381652832,-0.21818135678768158,0.76749587059021,0.5628724098205566,1.276160478591919
ch4_env_rms_roll5,temporal (env_rms),0.28882228958981215,0.5711679193805401,-0.28234562979072797,0.009479044936597347,1.0038310289382935,-0.22867590188980103,0.8247829675674438,0.5806469917297363,1.1515991687774658
ch9_rms_roll3,temporal (rms),0.2874031867607702,0.561406464196998,-0.2740032774362278,0.002085804706439376,1.0008361339569092,-0.21823643147945404,0.768338143825531,0.5633293390274048,1.2748756408691406
ch9_mav_roll3,temporal (mav),0.2873653496845694,0.5603385072440185,-0.27297315755944906,0.0024405913427472115,1.0009726285934448,-0.21812918782234192,0.7660201191902161,0.5626562237739563,1.2777597904205322
ch4_mav_roll5,temporal (mav),0.2869179052124717,0.5751635180049725,-0.28824561279250077,0.009495096281170845,1.0035728216171265,-0.2299877107143402,0.8232806921005249,0.5846586227416992,1.154448390007019
ch4_ch9_env_rms_ratio_roll3,temporal (ch9_env_rms_ratio),0.28542730702624286,0.27061000947976455,0.014817297546478314,0.007795542012900114,0.996528685092926,-0.09818895161151886,0.7885196208953857,0.24253763258457184,1.3613624572753906
ch4_ch9_rms_ratio_roll3,temporal (ch9_rms_ratio),0.2846482908973441,0.2668197753471838,0.017828515550160295,0.010031115263700485,0.9960123300552368,-0.09940483421087265,0.7856946587562561,0.24430738389492035,1.3615328073501587
ch13_env_rms,envelope,0.28358275972374286,0.5589913933806347,-0.2754086336568919,0.007198202423751354,0.9992740750312805,-0.22778606414794922,0.8369644284248352,0.5661829710006714,1.11414635181427
ch0_ch4_rms_ratio_prev,temporal (ch4_rms_ratio),0.28273814644195105,0.19981592050570146,0.0829222259362496,0.007363630458712578,1.0013201236724854,-0.0052659655921161175,0.8480051159858704,0.02899438887834549,1.2728022336959839
ch0_ch4_env_rms_ratio_prev,temporal (ch4_env_rms_ratio),0.28270149643787584,0.20070411737848526,0.08199737905939058,0.007995566353201866,1.001978874206543,-0.004720193799585104,0.851442277431488,0.02693178318440914,1.2711607217788696
ch13_env_mean,envelope,0.28259618021105776,0.5652419963255922,-0.2826458161145345,0.007136193569749594,0.998611569404602,-0.23023425042629242,0.8359900116920471,0.5722042918205261,1.1199573278427124
extensor_activity_prev,cross-channel,0.28240137816287,0.58424088129735,-0.30183950313448,0.0004878721374552697,1.0120813846588135,-0.23085927963256836,0.8300575613975525,0.5846229195594788,1.1350194215774536
ch4_rms_roll3,temporal (rms),0.2821996148958385,0.5750542641688657,-0.29285464927302723,0.00883376132696867,1.0065499544143677,-0.23090393841266632,0.8168980479240417,0.5838879942893982,1.1550467014312744
ch0_ch9_mav_ratio,per-channel (ch9_mav_ratio),0.2821545635149389,0.22766661862550974,0.05448794488942915,0.004570286720991135,1.0037587881088257,-0.05896756052970886,1.014874815940857,0.16003768146038055,1.0842050313949585
ch13_iemg,amplitude,0.2818560442060234,0.5644567873706962,-0.28260074316467276,0.006786111742258072,0.9979453682899475,-0.22988346219062805,0.8356844186782837,0.5711612701416016,1.1205321550369263
ch13_mav,amplitude,0.2818559254064356,0.5644566673625229,-0.28260074195608725,0.00678611034527421,0.9979449510574341,-0.22988340258598328,0.8356841802597046,0.5711610913276672,1.1205317974090576
ch13_rms,amplitude,0.2817977719188015,0.5620571477042939,-0.2802593757854924,0.006613391917198896,0.9982308149337769,-0.22897320985794067,0.8323782086372375,0.5686414837837219,1.1160812377929688
ch0_rms,amplitude,0.28030811755993196,0.5713185424123592,-0.2910104248524273,0.0021876103710383177,0.9922495484352112,-0.22025343775749207,0.7751610279083252,0.5734692811965942,1.2582025527954102
ch0_ch4_mav_ratio_prev,temporal (ch4_mav_ratio),0.28016358791541196,0.20193973650216318,0.07822385141324878,0.00797425489872694,1.0022625923156738,-0.005034768953919411,0.8416125178337097,0.027035187929868698,1.2893391847610474
ch0_env_rms,envelope,0.2801474063440924,0.5656734761800233,-0.2855260698359309,0.0026042608078569174,0.9935815334320068,-0.2183525562286377,0.7774454355239868,0.5681912302970886,1.2583483457565308
ch4_wl_roll3,temporal (wl),0.27981993454804804,0.6233524026404597,-0.3435324680924116,0.00788059365004301,1.0072999000549316,-0.2480124682188034,0.8151301145553589,0.6312330365180969,1.137734055519104
ch4_ch9_mav_ratio_roll3,temporal (ch9_mav_ratio),0.27961581660319423,0.290521444928025,-0.010905628324830774,0.007727047894150019,0.9956440925598145,-0.10209032893180847,0.7831685543060303,0.25308215618133545,1.3767184019088745
ch4_env_rms_roll3,temporal (env_rms),0.2795686611907434,0.5688084384124645,-0.2892397772217211,0.008132399059832096,1.007015585899353,-0.22813743352890015,0.8211007714271545,0.5769408941268921,1.1538268327713013
ch13_env_max,envelope,0.2792907549280537,0.5402129374929466,-0.2609221825648929,0.007664544973522425,1.0026793479919434,-0.21935029327869415,0.8393862247467041,0.5478774905204773,1.1170927286148071
ch0_env_mean,envelope,0.2788731735332224,0.5692853462890263,-0.2904121727558039,0.0027014994993805885,0.9938400387763977,-0.2198372632265091,0.7726667523384094,0.5719833374023438,1.2659621238708496
ch0_ch4_rms_ratio,per-channel (ch4_rms_ratio),0.2784071735867615,0.2181614392790529,0.060245734307708576,-0.0035050257574766874,0.9991167783737183,-0.00452750688418746,0.8574629426002502,0.02710556983947754,1.2861340045928955
ch4_wl,shape,0.27836661677282915,0.6271212478238748,-0.34875463105104565,0.004774474073201418,1.0047308206558228,-0.2479170262813568,0.8127596974372864,0.6292067766189575,1.140108346939087
ch0_env_max,envelope,0.2779463661494847,0.5526592937045709,-0.2747129275550862,0.0021453811787068844,0.9923180341720581,-0.21326598525047302,0.7859278917312622,0.5545048117637634,1.242173671722412
ch0_iemg,amplitude,0.277879969391521,0.5687378503191878,-0.2908578809276668,0.0024325840640813112,0.9933708310127258,-0.21935011446475983,0.7727010846138,0.5711598992347717,1.2661343812942505
ch0_mav,amplitude,0.27787966072516807,0.5687377478457849,-0.29085808712061684,0.0024325845297425985,0.9933701753616333,-0.21935009956359863,0.7727009654045105,0.5711597800254822,1.2661341428756714
ch13_wl_prev,temporal (wl),0.27782770110750465,0.6036719675743756,-0.3258442664668709,-9.827270696405321e-05,1.0115469694137573,-0.23898951709270477,0.8390389680862427,0.6025874614715576,1.126234531402588
ch4_mav_roll3,temporal (mav),0.27770860805253217,0.5733489786062222,-0.2956403705536901,0.008131898008286953,1.0064929723739624,-0.22966034710407257,0.8199975490570068,0.581480860710144,1.156459093093872
flexor_activity,cross-channel,0.2773720599723754,0.5779246576261494,-0.300552597653774,0.001157713239081204,0.9949202537536621,-0.2230660319328308,0.7665677070617676,0.5771228075027466,1.2619273662567139
ch0_ch4_env_rms_ratio,per-channel (ch4_env_rms_ratio),0.2760999236352297,0.22142092542938827,0.05467899820584146,-0.0018376344814896584,0.9990729689598083,-0.0038921982049942017,0.8554569482803345,0.02501482330262661,1.287003755569458
ch0_rms_prev,temporal (rms),0.27525774120484153,0.561873129149359,-0.2866153879445175,0.004757473710924387,1.0108236074447632,-0.21677786111831665,0.772209107875824,0.5654858946800232,1.2596508264541626
ch0_env_rms_prev,temporal (env_rms),0.27446645150156807,0.5565268404373608,-0.2820603889357927,0.00461602583527565,1.0112800598144531,-0.21451881527900696,0.7773616313934326,0.5601519346237183,1.2600172758102417
ch0_wl_roll5,temporal (wl),0.2742725834877888,0.5832464646591146,-0.30897388117132574,0.006518000736832619,1.0046741962432861,-0.2250785529613495,0.790129542350769,0.5897267460823059,1.2317255735397339
ch0_mav_prev,temporal (mav),0.2734085675558134,0.5593675564447347,-0.2859589888889213,0.004831445869058371,1.0113242864608765,-0.21580751240253448,0.7718615531921387,0.5631744861602783,1.2676478624343872
ch0_ch4_mav_ratio,per-channel (ch4_mav_ratio),0.2729723428730905,0.22351561901622963,0.049456723856860896,-0.0021662383805960417,0.9994325637817383,-0.00362001801840961,0.8517271876335144,0.024996142834424973,1.3059581518173218
ch9_env_mean,envelope,0.2722853822732774,0.5610827721809208,-0.2887973899076434,0.001035186811350286,1.0002799034118652,-0.21793678402900696,0.7646532654762268,0.5608507394790649,1.2794886827468872
ch4_rms,amplitude,0.2722748555252602,0.5731391886148632,-0.30086433308960303,0.005620202515274286,1.003612756729126,-0.23022525012493134,0.8133306503295898,0.5787590742111206,1.1556024551391602
ch9_env_rms,envelope,0.2722655329035762,0.5607797721107342,-0.28851423920715796,0.0009177387109957635,1.0001941919326782,-0.21776874363422394,0.7664622068405151,0.560330331325531,1.2770520448684692
ch13_wl_prev2,temporal (wl),0.27202153075867463,0.5823381962743375,-0.31031666551566284,0.005776738282293081,0.9955166578292847,-0.2330777645111084,0.8426319360733032,0.587862491607666,1.1365021467208862
ch9_iemg,amplitude,0.27126985896470096,0.5605756094220273,-0.28930575045732637,0.0006634712335653603,0.9991732835769653,-0.21755702793598175,0.7634161114692688,0.5601227283477783,1.27975332736969
ch9_mav,amplitude,0.2712696457209566,0.5605754939882446,-0.289305848267288,0.0006634701858274639,0.9991726875305176,-0.21755699813365936,0.7634159326553345,0.5601226091384888,1.2797530889511108
flexor_activity_prev,cross-channel,0.27078423885591685,0.5686011052369718,-0.297816866381055,0.003807348432019353,1.0069358348846436,-0.21876901388168335,0.770684003829956,0.5690498948097229,1.2641613483428955
ch4_env_rms,envelope,0.2705871748132635,0.5672106064918375,-0.296623431678574,0.005313519854098558,1.0039349794387817,-0.22788293659687042,0.8189247846603394,0.5725240707397461,1.1532953977584839
ch4_wl_prev,temporal (wl),0.2701732676693144,0.616075898585107,-0.34590263091579265,0.006828894838690758,1.0145219564437866,-0.24181383848190308,0.8157198429107666,0.6179289221763611,1.147850513458252
ch4_env_mean,envelope,0.2701313991619705,0.5730857434296311,-0.30295434426766066,0.005377670284360647,1.0039278268814087,-0.22990566492080688,0.8177686333656311,0.578451931476593,1.1556971073150635
ch9_rms,amplitude,0.26993011063435046,0.560986491283847,-0.29105638064949657,0.00025574059691280127,0.9995102286338806,-0.21762359142303467,0.7660514116287231,0.5600132346153259,1.2754757404327393
ch13_env_rms_prev,temporal (env_rms),0.2695885612355888,0.5611141107700819,-0.2915255495344931,-0.0022067902609705925,1.0092617273330688,-0.2215370386838913,0.8441812992095947,0.5585874915122986,1.1237250566482544
ch4_iemg,amplitude,0.2695667808986077,0.5722362778286393,-0.3026694969300316,0.005246079992502928,1.003640055656433,-0.22965501248836517,0.8167179822921753,0.5774809718132019,1.156450629234314
ch4_mav,amplitude,0.2695666063222253,0.5722361638286201,-0.3026695575063948,0.005246079992502928,1.0036394596099854,-0.2296549677848816,0.816717803478241,0.5774808526039124,1.1564505100250244
ch13_mav_prev,temporal (mav),0.2679221423311414,0.5660239945731618,-0.29810185224202035,-0.0018172399140894413,1.008976697921753,-0.2234973907470703,0.8429140448570251,0.5635266900062561,1.1289854049682617
ch13_rms_prev,temporal (rms),0.26785377838193897,0.5641018102321845,-0.29624803185024556,-0.002313418546691537,1.0091289281845093,-0.22228877246379852,0.8412951827049255,0.5611583590507507,1.125898838043213
ch13_env_rms_prev2,temporal (env_rms),0.2678012504858529,0.5397595402872838,-0.2719582898014309,0.006230535451322794,0.9932375550270081,-0.21667900681495667,0.8490068912506104,0.5458595752716064,1.1318360567092896
ch13_rms_prev2,temporal (rms),0.2669395630822654,0.541706813103801,-0.27476725002153557,0.00686935568228364,0.9938454627990723,-0.21772852540016174,0.8456363677978516,0.548416793346405,1.1329197883605957
ch0_wl_roll3,temporal (wl),0.2668207639341837,0.5832284095300007,-0.31640764559581697,0.004422848112881184,1.0038114786148071,-0.22461692988872528,0.7897331714630127,0.5876513123512268,1.2324588298797607
ch13_mav_prev2,temporal (mav),0.26582345888691084,0.5449250630792315,-0.27910160419232066,0.0060025593265891075,0.9927656054496765,-0.21870552003383636,0.8485860824584961,0.5507904291152954,1.1370710134506226
ch0_rms_prev2,temporal (rms),0.26549749001628875,0.551611563672717,-0.28611407365642827,0.002507564378902316,1.0008981227874756,-0.2127622365951538,0.7825356125831604,0.5531773567199707,1.2608367204666138
ch0_ch9_rms_ratio_roll3,temporal (ch9_rms_ratio),0.2654589365294118,0.19914742469120458,0.06631151183820724,0.006218023598194122,1.0019354820251465,-0.062836192548275,1.0014499425888062,0.16506175696849823,1.06460440158844
ch9_env_max,envelope,0.2649756611366319,0.5558710114533268,-0.29089535031669495,-0.0002599468280095607,1.0036990642547607,-0.21587681770324707,0.7692908048629761,0.5529869198799133,1.272647500038147
ch0_env_rms_prev2,temporal (env_rms),0.26474458567210213,0.5469284805429346,-0.2821838948708325,0.0020108171738684177,1.0001354217529297,-0.21078580617904663,0.7839884757995605,0.5481634140014648,1.2614332437515259
ch4_env_max,envelope,0.2647363206206194,0.5479464471948039,-0.2832101265741845,0.004335848614573479,1.0063912868499756,-0.22034329175949097,0.8219354152679443,0.5522822737693787,1.1570905447006226
ch0_wl,shape,0.2646443272072553,0.5832210719337594,-0.3185767447265041,0.0026309702079743147,0.9957813620567322,-0.22413915395736694,0.7885397672653198,0.5853510499000549,1.2337344884872437
ch9_env_rms_prev,temporal (env_rms),0.2643820006811514,0.5510998340571203,-0.28671783337596884,0.002919756807386875,1.0055980682373047,-0.2128879576921463,0.7730779051780701,0.5527724027633667,1.2786931991577148
ch9_mav_prev,temporal (mav),0.2643420181893756,0.5503567032567823,-0.28601468506740674,0.003225049003958702,1.005371332168579,-0.21279579401016235,0.7718611359596252,0.5522757172584534,1.2806297540664673
ch9_rms_prev,temporal (rms),0.2633034512589827,0.5504184438659157,-0.28711499260693296,0.0029756627045571804,1.004629373550415,-0.21259190142154694,0.7751960158348083,0.5526099801063538,1.2777446508407593
ch0_mav_prev2,temporal (mav),0.2632826117868552,0.5491879544640701,-0.2859053426772149,0.002239431254565716,1.001023530960083,-0.21192987263202667,0.7779621481895447,0.5507115721702576,1.2686585187911987
ch4_rms_prev,temporal (rms),0.2629564928800309,0.5658887806430618,-0.3029322877630309,0.004973117262125015,1.0130506753921509,-0.22448281943798065,0.820823073387146,0.5708097219467163,1.1641128063201904
ch4_env_rms_prev,temporal (env_rms),0.2614920644556973,0.5602695083912718,-0.2987774439355745,0.0049569192342460155,1.01431405544281,-0.22234436869621277,0.8221937417984009,0.5649933218955994,1.1628613471984863
ch9_wl_roll5,temporal (wl),0.2608029957956042,0.5447068028004202,-0.283903807004816,0.004733856301754713,1.0041390657424927,-0.21253961324691772,0.7956873178482056,0.5494406223297119,1.2357244491577148
ch0_ch9_env_rms_ratio_roll3,temporal (ch9_env_rms_ratio),0.2604412017227712,0.18856057610614158,0.07188062561662961,0.005350201856344938,1.0013178586959839,-0.06092295050621033,0.9986003041267395,0.16039057075977325,1.0676847696304321
ch4_mav_prev,temporal (mav),0.2603942887583763,0.5655267991410393,-0.30513251038266304,0.005054915323853493,1.0130630731582642,-0.22363491356372833,0.8222354054450989,0.5695045590400696,1.1662393808364868
ch4_ch13_rms_ratio,per-channel (ch13_rms_ratio),0.2602763205391199,0.19076622993483378,0.06951009060428615,-0.004900562111288309,0.9960874915122986,-0.019377266988158226,0.9258295297622681,0.05834648385643959,1.2259098291397095
ch4_ch13_env_rms_ratio,per-channel (ch13_env_rms_ratio),0.260093812308209,0.19021524572954385,0.06987856657866515,-0.00570723507553339,0.9961575865745544,-0.01822487637400627,0.924607515335083,0.05301576852798462,1.208877682685852
ch0_maxamp,amplitude,0.2595429657753422,0.5653977126727112,-0.305854746897369,-0.0006863863090984523,0.985899031162262,-0.21536259353160858,0.7940956354141235,0.5642309188842773,1.242800235748291
ch0_wl_prev,temporal (wl),0.25903626580533184,0.5718995871656177,-0.3128633213602859,0.005676844157278538,1.0114920139312744,-0.2192835956811905,0.7921301126480103,0.5751415491104126,1.235981822013855
ch4_wl_prev2,temporal (wl),0.2590061192377744,0.600244457217309,-0.3412383379795346,0.005296751856803894,1.0042304992675781,-0.2363039255142212,0.8184352517127991,0.6025793552398682,1.1560527086257935
ch9_wl,shape,0.258272641132978,0.5436026470122471,-0.28533000587926916,0.002350944560021162,1.0003210306167603,-0.21164999902248383,0.7938737869262695,0.5457243919372559,1.237252950668335
ch13_maxamp,amplitude,0.2578448545309406,0.5489626443310743,-0.29111778980013375,0.005945222452282906,1.0001671314239502,-0.2240615040063858,0.8226723670959473,0.5547611713409424,1.1266180276870728
ch4_rms_prev2,temporal (rms),0.25779347407977105,0.5508766267206177,-0.2930831526408466,0.008253096602857113,1.0058966875076294,-0.22032815217971802,0.816989541053772,0.5591297745704651,1.1703537702560425
ch4_maxamp,amplitude,0.25665449725490364,0.5702253294985439,-0.31357083224364024,0.003541806945577264,1.0013903379440308,-0.22774775326251984,0.8043473362922668,0.5737630128860474,1.1632322072982788
ch9_env_rms_prev2,temporal (env_rms),0.25632266888337774,0.5400708155963793,-0.2837481467130015,0.001954409060999751,1.0009081363677979,-0.20982924103736877,0.7741326689720154,0.5408568978309631,1.2805731296539307
ch4_ch9_env_rms_ratio,per-channel (ch9_env_rms_ratio),0.25554517165461826,0.29858010355167003,-0.043034931897051765,0.0027821289841085672,0.9985529184341431,-0.0982237458229065,0.7824482917785645,0.23669570684432983,1.350753664970398
ch9_mav_prev2,temporal (mav),0.2554276518424496,0.5394201698295875,-0.2839925179871379,0.0019515444291755557,1.0010498762130737,-0.2096685916185379,0.772710919380188,0.5401540994644165,1.2814629077911377
ch4_env_rms_prev2,temporal (env_rms),0.2553326545270556,0.5462838291513828,-0.29095117462432724,0.007308044005185366,1.0053399801254272,-0.2177344709634781,0.8215832114219666,0.5535918474197388,1.1699841022491455
ch9_rms_prev2,temporal (rms),0.25460122632839777,0.539616241896564,-0.2850150155681662,0.0018751505995169282,0.9997484683990479,-0.20958206057548523,0.7769855856895447,0.5406267046928406,1.279126763343811
ch4_ch9_rms_ratio,per-channel (ch9_rms_ratio),0.25445526957764897,0.2932659083474427,-0.03881063876979374,0.004506836645305157,0.997268795967102,-0.09881678223609924,0.7782715559005737,0.23770646750926971,1.3497369289398193
ch4_mav_prev2,temporal (mav),0.2543395706001783,0.5500758192706515,-0.2957362486704732,0.007283943705260754,1.0057851076126099,-0.2191077172756195,0.8214151263237,0.5572909712791443,1.1729148626327515
ch0_ch9_mav_ratio_roll3,temporal (ch9_mav_ratio),0.25390278633982516,0.18602484523978297,0.0678779411000422,0.00545205594971776,1.001119613647461,-0.06351573020219803,0.9895375370979309,0.16592952609062195,1.082646131515503
ch9_ch13_env_rms_ratio_prev,temporal (ch13_env_rms_ratio),0.25317298034277014,0.19014984941510168,0.06302313092766845,0.009904153645038605,1.0063692331314087,0.023252690210938454,0.8803967237472534,-0.03056611306965351,1.3539390563964844
